NAME,dummy,STREET ADDRESS,BLDG/FLOOR/UNIT,CITY,STATE,ZIPCODE,PHONE,address,lat,long,url
FOUR CORNERS CANCER CENTER,,1305 Escalante Drive,,DURANGO,CO,81303,505-564-6850,"1305 Escalante Drive, DURANGO, CO, 81303",37.2230665,-107.8602461,"<a href=""https://maps.google.com/?q=37.2230665,-107.8602461"">1305 Escalante Drive, DURANGO, CO, 81303</a>."
FREDERICK SALUD FAMILY HEALTH CENTER,,5995 IRIS PARKWAY,,FREDERICK,CO,80530,(303) 697-2583                   ,"5995 IRIS PARKWAY, FREDERICK, CO, 80530",40.1117525,-104.9428096,"<a href=""https://maps.google.com/?q=40.1117525,-104.9428096"">5995 IRIS PARKWAY, FREDERICK, CO, 80530</a>."
FREMONT REGIONAL HOSPICE,,1439 MAIN ST,,CANON CITY,CO,81212,(719) 275-4315,"1439 MAIN ST, CANON CITY, CO, 81212",38.4470375,-105.2277543,"<a href=""https://maps.google.com/?q=38.4470375,-105.2277543"">1439 MAIN ST, CANON CITY, CO, 81212</a>."
Friends for Life,Local,5912 South Cody Street Suite 301,,Littleton,CO,80123,303-321-3822,"5912 South Cody Street Suite 301, Littleton, CO, 80123",39.6092158,-105.0919566,"<a href=""https://maps.google.com/?q=39.6092158,-105.0919566"">5912 South Cody Street Suite 301, Littleton, CO, 80123</a>."
Friends of Man,Online,P.O. Box 937,,Littleton,CO,80160-0937,303-798-2342,"P.O. Box 937, Littleton, CO, 80160-0937",39.61,-105.02,"<a href=""https://maps.google.com/?q=39.61,-105.02"">P.O. Box 937, Littleton, CO, 80160-0937</a>."
FRONT RANGE ORTHOPEDICS SURGERY CENTER,,1551  PROFESSIONAL LANE, #100,LONGMONT,CO,80501,(720) 494-3200,"1551  PROFESSIONAL LANE,  #100, LONGMONT, CO, 80501",40.1394142,-105.1012916,"<a href=""https://maps.google.com/?q=40.1394142,-105.1012916"">1551  PROFESSIONAL LANE,  #100, LONGMONT, CO, 80501</a>."
FRONT RANGE PREVENTIVE IMAGING,,2880 FOLSOM ST,SUITE 100,BOULDER,CO,80304,303-443-7226,"2880 FOLSOM ST, SUITE 100, BOULDER, CO, 80304",40.0288681,-105.2627159,"<a href=""https://maps.google.com/?q=40.0288681,-105.2627159"">2880 FOLSOM ST, SUITE 100, BOULDER, CO, 80304</a>."
FRONT RANGE SURGICAL SERVICES,,9397  CROWN CREST BOULEVARD, #210,PARKER,CO,80138,(303) 805-9802,"9397  CROWN CREST BOULEVARD,  #210, PARKER, CO, 80138",39.5480721,-104.7709012,"<a href=""https://maps.google.com/?q=39.5480721,-104.7709012"">9397  CROWN CREST BOULEVARD,  #210, PARKER, CO, 80138</a>."
FRONTIER HOSPICE LLC,,4718 N ELIZABETH ST,STE A,PUEBLO,CO,81008,(719) 544-5891,"4718 N ELIZABETH ST, STE A, PUEBLO, CO, 81008",38.3215491,-104.6177381,"<a href=""https://maps.google.com/?q=38.3215491,-104.6177381"">4718 N ELIZABETH ST, STE A, PUEBLO, CO, 81008</a>."
GRACIA HOSPICE GROUP INC,,7985 N VANCE DR,STE 308,ARVADA,CO,80003,(720) 531-3172,"7985 N VANCE DR, STE 308, ARVADA, CO, 80003",39.839698,-105.0797165,"<a href=""https://maps.google.com/?q=39.839698,-105.0797165"">7985 N VANCE DR, STE 308, ARVADA, CO, 80003</a>."
GRAND AVENUE HOMELESS CLINIC,,1008 NORTH GRAND AVENUE,,PUEBLO,CO,81003,(719) 584-3964,"1008 NORTH GRAND AVENUE, PUEBLO, CO, 81003",38.2765583,-104.6114418,"<a href=""https://maps.google.com/?q=38.2765583,-104.6114418"">1008 NORTH GRAND AVENUE, PUEBLO, CO, 81003</a>."
GRAND JUNCTION CLINIC,,2333 N. 6TH STREET,,GRAND JUNCTION,CO,81501,(970) 298-1782,"2333 N. 6TH STREET, GRAND JUNCTION, CO, 81501",39.089032,-108.5626889,"<a href=""https://maps.google.com/?q=39.089032,-108.5626889"">2333 N. 6TH STREET, GRAND JUNCTION, CO, 81501</a>."
GRAND MESA ONCOLOGY AND INFUSION CENTER,,1501 E 3RD STREET,,DELTA,CO,81416,(970) 399-2895,"1501 E 3RD STREET, DELTA, CO, 81416",38.7458057,-108.0469917,"<a href=""https://maps.google.com/?q=38.7458057,-108.0469917"">1501 E 3RD STREET, DELTA, CO, 81416</a>."
GRAND RIVER HEALTH CLINIC WEST,,201 SIPPERELLE DRIVE,,PARACHUTE,CO,81635,(970) 285-7046,"201 SIPPERELLE DRIVE, PARACHUTE, CO, 81635",39.4458323,-108.0245788,"<a href=""https://maps.google.com/?q=39.4458323,-108.0245788"">201 SIPPERELLE DRIVE, PARACHUTE, CO, 81635</a>."
GRAND RIVER PRIMARY CARE,,501 AIRPORT ROAD,,RIFLE,CO,81650,(970) 625-1100,"501 AIRPORT ROAD, RIFLE, CO, 81650",39.5211131,-107.7700056,"<a href=""https://maps.google.com/?q=39.5211131,-107.7700056"">501 AIRPORT ROAD, RIFLE, CO, 81650</a>."
GRAND VALLEY ONCOLOGY,,2596  PATTERSON ROAD,,GRAND JUNCTION,CO,81505,(970) 644-3180,"2596  PATTERSON ROAD, GRAND JUNCTION, CO, 81505",39.0925528,-108.5716406,"<a href=""https://maps.google.com/?q=39.0925528,-108.5716406"">2596  PATTERSON ROAD, GRAND JUNCTION, CO, 81505</a>."
GUADALUPE HEALTH CENTER,,10TH STREET AND DAHLIA,,ANTONITO,CO,81120,(719) 376-5426,"10TH STREET AND DAHLIA, ANTONITO, CO, 81120",37.0809466,-106.0151626,"<a href=""https://maps.google.com/?q=37.0809466,-106.0151626"">10TH STREET AND DAHLIA, ANTONITO, CO, 81120</a>."
GUNNISON COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES FAMILY PLANNING PROGRAM ,,711 NORTH TAYLOR STREET ,,GUNNISON ,CO,81230,(970) 641-0209,"711 NORTH TAYLOR STREET , GUNNISON , CO, 81230",38.5521323,-106.9249777,"<a href=""https://maps.google.com/?q=38.5521323,-106.9249777"">711 NORTH TAYLOR STREET , GUNNISON , CO, 81230</a>."
GUNNISON VALLEY HEALTH CANCER CARE CENTER,,711 N TAYLOR ST, ,GUNNISON,CO,81230,(970) 642-4773,"711 N TAYLOR ST,  , GUNNISON, CO, 81230",38.5521323,-106.9249777,"<a href=""https://maps.google.com/?q=38.5521323,-106.9249777"">711 N TAYLOR ST,  , GUNNISON, CO, 81230</a>."
GUNNISON VALLEY HEALTH HOSPICE AND PALLIATIVE CARE,,120 NORTH BOULEVARD ST,,GUNNISON,CO,81230,(970) 641-4254,"120 NORTH BOULEVARD ST, GUNNISON, CO, 81230",38.5453232,-106.9331166,"<a href=""https://maps.google.com/?q=38.5453232,-106.9331166"">120 NORTH BOULEVARD ST, GUNNISON, CO, 81230</a>."
HALCYON HOPSICE AND PALLIATIVE CARE,,11154 HURON ST ,STE 210-211,NORTHGLENN,CO,80234,(303) 329-0870,"11154 HURON ST , STE 210-211, NORTHGLENN, CO, 80234",39.8981593,-104.9950205,"<a href=""https://maps.google.com/?q=39.8981593,-104.9950205"">11154 HURON ST , STE 210-211, NORTHGLENN, CO, 80234</a>."
HALCYON HOSPICE AND PALLIATIVE CARE,,12200 EAST ILIFF AVENUE,SUITE 110,AURORA,CO,80014,(303) 329-0870,"12200 EAST ILIFF AVENUE, SUITE 110, AURORA, CO, 80014",39.6739311,-104.8455075,"<a href=""https://maps.google.com/?q=39.6739311,-104.8455075"">12200 EAST ILIFF AVENUE, SUITE 110, AURORA, CO, 80014</a>."
HALCYON HOSPICE AND PALLIATIVE CARE,,209 MAIN STREET,SUITE B,MEAD,CO,80542,(303) 329-0870,"209 MAIN STREET, SUITE B, MEAD, CO, 80542",40.2345035,-105.0002699,"<a href=""https://maps.google.com/?q=40.2345035,-105.0002699"">209 MAIN STREET, SUITE B, MEAD, CO, 80542</a>."
Hana Designs,Local,229 W. Littleton Blvd.,,Littleton,CO,80120,303-799-4262,"229 W. Littleton Blvd., Littleton, CO, 80120",39.613764,-104.9911406,"<a href=""https://maps.google.com/?q=39.613764,-104.9911406"">229 W. Littleton Blvd., Littleton, CO, 80120</a>."
Hana's Hope,Local,229 W. Littleton Blvd.,,Littleton,CO,80120,303-799-4262,"229 W. Littleton Blvd., Littleton, CO, 80120",39.613764,-104.9911406,"<a href=""https://maps.google.com/?q=39.613764,-104.9911406"">229 W. Littleton Blvd., Littleton, CO, 80120</a>."
Hanger Inc.,Local,"11750 W 2nd Place Plaza 1, suite 230",,Lakewood,CO,80228,303-232-2001,"11750 W 2nd Place Plaza 1, suite 230, Lakewood, CO, 80228",39.7170694,-105.1300423,"<a href=""https://maps.google.com/?q=39.7170694,-105.1300423"">11750 W 2nd Place Plaza 1, suite 230, Lakewood, CO, 80228</a>."
Hanger Inc.,Local,"1201 E 17th Ave, suite 100",,Denver,CO,80210,303-863-9090,"1201 E 17th Ave, suite 100, Denver, CO, 80210",39.7435528,-104.9717882,"<a href=""https://maps.google.com/?q=39.7435528,-104.9717882"">1201 E 17th Ave, suite 100, Denver, CO, 80210</a>."
Hanger Inc.,Local,"1300 S Potomac St., Suite 138",,Aurora,CO,80012,303-283-0178,"1300 S Potomac St., Suite 138, Aurora, CO, 80012",39.6934877,-104.8309722,"<a href=""https://maps.google.com/?q=39.6934877,-104.8309722"">1300 S Potomac St., Suite 138, Aurora, CO, 80012</a>."
Hanger Inc.,Local,19284 Cottonwood Drive suite 201,,Parker,CO,80138,720-851-4216,"19284 Cottonwood Drive suite 201, Parker, CO, 80138",39.5545167,-104.770918,"<a href=""https://maps.google.com/?q=39.5545167,-104.770918"">19284 Cottonwood Drive suite 201, Parker, CO, 80138</a>."
Hanger Inc.,Local,"300 Exempla Cir, suite 100",,Lafayette,CO,80026,303-604-0160,"300 Exempla Cir, suite 100, Lafayette, CO, 80026",39.9691549,-105.0874573,"<a href=""https://maps.google.com/?q=39.9691549,-105.0874573"">300 Exempla Cir, suite 100, Lafayette, CO, 80026</a>."
Hanger Inc.,Local,"499 E Hampden Ave, suite 100",,Englewood,CO,80110,303-761-7800,"499 E Hampden Ave, suite 100, Englewood, CO, 80110",39.6535984,-104.9820935,"<a href=""https://maps.google.com/?q=39.6535984,-104.9820935"">499 E Hampden Ave, suite 100, Englewood, CO, 80110</a>."
Hanger Inc.,Local,"9351 Grant Street, suite 410",,Thornton,CO,80229,303-280-0890,"9351 Grant Street, suite 410, Thornton, CO, 80229",39.8666541,-104.9860742,"<a href=""https://maps.google.com/?q=39.8666541,-104.9860742"">9351 Grant Street, suite 410, Thornton, CO, 80229</a>."
HARMONY SURGERY CENTER,,2127 E HARMONY ROAD, #200,FORT COLLINS,CO,80528,(970) 297-6300,"2127 E HARMONY ROAD,  #200, FORT COLLINS, CO, 80528",40.521414,-105.036225,"<a href=""https://maps.google.com/?q=40.521414,-105.036225"">2127 E HARMONY ROAD,  #200, FORT COLLINS, CO, 80528</a>."
HEALTH CENTER AT 340 PRINTERS PARKWAY,,340 PRINTERS PARKWAY,,COLORADO SPRINGS,CO,80910,(719) 632-5700,"340 PRINTERS PARKWAY, COLORADO SPRINGS, CO, 80910",38.8271666,-104.7870846,"<a href=""https://maps.google.com/?q=38.8271666,-104.7870846"">340 PRINTERS PARKWAY, COLORADO SPRINGS, CO, 80910</a>."
HEALTH CENTER AT 350 PRINTERS PARKWAY,,350 PRINTERS PARKWAY,,COLORADO SPRINGS,CO,80910,(719) 632-5700,"350 PRINTERS PARKWAY, COLORADO SPRINGS, CO, 80910",38.8269294,-104.7870778,"<a href=""https://maps.google.com/?q=38.8269294,-104.7870778"">350 PRINTERS PARKWAY, COLORADO SPRINGS, CO, 80910</a>."
HEALTH CENTER AT ACADEMY SUITE 3100,,3207 N. ACADEMY BLVD,SUITE 3100,COLORADO SPRINGS,CO,80917,(719) 632-5700,"3207 N. ACADEMY BLVD, SUITE 3100, COLORADO SPRINGS, CO, 80917",38.8783252,-104.756287,"<a href=""https://maps.google.com/?q=38.8783252,-104.756287"">3207 N. ACADEMY BLVD, SUITE 3100, COLORADO SPRINGS, CO, 80917</a>."
HEALTH CENTER AT ACADEMY SUITE 3500 ,,3207 N. ACADEMY,SUITE 3500,COLORADO SPRINGS,CO,80917,(719) 632-5700,"3207 N. ACADEMY, SUITE 3500, COLORADO SPRINGS, CO, 80917",38.8782142,-104.7562489,"<a href=""https://maps.google.com/?q=38.8782142,-104.7562489"">3207 N. ACADEMY, SUITE 3500, COLORADO SPRINGS, CO, 80917</a>."
HEALTH CENTER AT DIVIDE ,,34 HYBROOK ROAD SOUTH ,,DIVIDE,CO,80814,(719) 632-5700 ,"34 HYBROOK ROAD SOUTH , DIVIDE, CO, 80814",38.9408345,-105.1549982,"<a href=""https://maps.google.com/?q=38.9408345,-105.1549982"">34 HYBROOK ROAD SOUTH , DIVIDE, CO, 80814</a>."
HEALTH CENTER AT FOUNTAIN ,,350 LYCKMAN DR. ,,FOUNTAIN,CO,80817,(719) 322-0776,"350 LYCKMAN DR. , FOUNTAIN, CO, 80817",38.6921256,-104.7055677,"<a href=""https://maps.google.com/?q=38.6921256,-104.7055677"">350 LYCKMAN DR. , FOUNTAIN, CO, 80817</a>."
HEALTH CENTER AT INTERNATIONAL CIRCLE ,,2828 INTERNATIONAL CIRCLE,SUITE 160,COLORADO SPRINGS,CO,80910,(719) 632-5700,"2828 INTERNATIONAL CIRCLE, SUITE 160, COLORADO SPRINGS, CO, 80910",38.8265534,-104.7880744,"<a href=""https://maps.google.com/?q=38.8265534,-104.7880744"">2828 INTERNATIONAL CIRCLE, SUITE 160, COLORADO SPRINGS, CO, 80910</a>."
HEALTH CENTER AT JET WING,,1815 JET WING DR,,COLORADO SPRINGS,CO,80916,(719) 632-5700,"1815 JET WING DR, COLORADO SPRINGS, CO, 80916",38.807077,-104.740041,"<a href=""https://maps.google.com/?q=38.807077,-104.740041"">1815 JET WING DR, COLORADO SPRINGS, CO, 80916</a>."
HEALTH CENTER AT KIOWA,,320 COMANCHE ST,,KIOWA,CO,80117,(720) 389-9763,"320 COMANCHE ST, KIOWA, CO, 80117",39.3461716,-104.4652789,"<a href=""https://maps.google.com/?q=39.3461716,-104.4652789"">320 COMANCHE ST, KIOWA, CO, 80117</a>."
HEALTH CENTER AT LIMON,,820 1ST STREET,,LIMON,CO,80828,Medical: (719) 775-2367; Dental: (719) 775-0300,"820 1ST STREET, LIMON, CO, 80828",39.2613534,-103.6870193,"<a href=""https://maps.google.com/?q=39.2613534,-103.6870193"">820 1ST STREET, LIMON, CO, 80828</a>."
HEALTH CENTER AT MYRON STRATTON ,,410 GOLD PASS HEIGHTS,,COLORADO SPRINGS,CO,80906,(719) 632-5700,"410 GOLD PASS HEIGHTS, COLORADO SPRINGS, CO, 80906",38.7931148,-104.8217385,"<a href=""https://maps.google.com/?q=38.7931148,-104.8217385"">410 GOLD PASS HEIGHTS, COLORADO SPRINGS, CO, 80906</a>."
HEALTH CENTER AT RIO GRANDE,,117 WEST RIO GRANDE STREET,,COLORADO SPRINGS,CO,80903,(719) 471-2789,"117 WEST RIO GRANDE STREET, COLORADO SPRINGS, CO, 80903",38.8241863,-104.8287264,"<a href=""https://maps.google.com/?q=38.8241863,-104.8287264"">117 WEST RIO GRANDE STREET, COLORADO SPRINGS, CO, 80903</a>."
HEALTH CENTER AT STRASBURG,,55981 EAST COLFAX AVENUE,,STRASBURG,CO,80136,Medical: (303) 622-9237; Dental: (303) 622-4660,"55981 EAST COLFAX AVENUE, STRASBURG, CO, 80136",39.7389142,-104.3319622,"<a href=""https://maps.google.com/?q=39.7389142,-104.3319622"">55981 EAST COLFAX AVENUE, STRASBURG, CO, 80136</a>."
HEALTH CENTER AT UNION,,225 SOUTH UNION BOULEVARD,,COLORADO SPRINGS,CO,80910,(719) 632-5700,"225 SOUTH UNION BOULEVARD, COLORADO SPRINGS, CO, 80910",38.8282673,-104.7942723,"<a href=""https://maps.google.com/?q=38.8282673,-104.7942723"">225 SOUTH UNION BOULEVARD, COLORADO SPRINGS, CO, 80910</a>."
HEALTH CENTER AT WAHSATCH,,722 SOUTH WAHSATCH AVE.,,COLORADO SPRINGS,CO,80903,(719) 632-5700,"722 SOUTH WAHSATCH AVE., COLORADO SPRINGS, CO, 80903",38.8237689,-104.8189686,"<a href=""https://maps.google.com/?q=38.8237689,-104.8189686"">722 SOUTH WAHSATCH AVE., COLORADO SPRINGS, CO, 80903</a>."
Health Coalition of Southwest Colorado,Online,P.O Box 1455,,Durango,CO,81302,970-403-0086,"P.O Box 1455, Durango, CO, 81302",37.2719286,-107.8794976,"<a href=""https://maps.google.com/?q=37.2719286,-107.8794976"">P.O Box 1455, Durango, CO, 81302</a>."
HEALTH IMAGES AT BOULDER,,2425 Canyon Blvd,SUITE 150,BOULDER,CO,80302,(303) 440-1000,"2425 Canyon Blvd, SUITE 150, BOULDER, CO, 80302",40.0178772,-105.2625263,"<a href=""https://maps.google.com/?q=40.0178772,-105.2625263"">2425 Canyon Blvd, SUITE 150, BOULDER, CO, 80302</a>."
HEALTH IMAGES AT BOULDER (WOMEN IMAGING,,2750 Broadway Street,SUITE 1134,BOULDER,CO,80304,(303) 416-1350,"2750 Broadway Street, SUITE 1134, BOULDER, CO, 80304",40.0263115,-105.2814091,"<a href=""https://maps.google.com/?q=40.0263115,-105.2814091"">2750 Broadway Street, SUITE 1134, BOULDER, CO, 80304</a>."
HEALTH IMAGES AT CASTLE ROCK,,820 New Memphis Ct.,UNIT 100,CASTLE ROCK,CO,80108,(303) 814-4040,"820 New Memphis Ct., UNIT 100, CASTLE ROCK, CO, 80108",39.4121993,-104.8718685,"<a href=""https://maps.google.com/?q=39.4121993,-104.8718685"">820 New Memphis Ct., UNIT 100, CASTLE ROCK, CO, 80108</a>."
HEALTH IMAGES AT CHERRY CREEK,,210 University Blvd.,SUITE 102,DENVER,CO,80206,(303) 355-4674,"210 University Blvd., SUITE 102, DENVER, CO, 80206",39.7199646,-104.9587927,"<a href=""https://maps.google.com/?q=39.7199646,-104.9587927"">210 University Blvd., SUITE 102, DENVER, CO, 80206</a>."
HEALTH IMAGES AT CHERRY HILLS,,3601 S Pearl St,SUITE 100,ENGLEWOOD,CO,80113,(303) 762-0060,"3601 S Pearl St, SUITE 100, ENGLEWOOD, CO, 80113",39.6507694,-104.9809164,"<a href=""https://maps.google.com/?q=39.6507694,-104.9809164"">3601 S Pearl St, SUITE 100, ENGLEWOOD, CO, 80113</a>."
HEALTH IMAGES AT CHURCH RANCH,,7233 Church Ranch Boulevard ,SUITE 150,WESTMINSTER,CO,80021,303-446-0200,"7233 Church Ranch Boulevard , SUITE 150, WESTMINSTER, CO, 80021",39.884021,-105.077022,"<a href=""https://maps.google.com/?q=39.884021,-105.077022"">7233 Church Ranch Boulevard , SUITE 150, WESTMINSTER, CO, 80021</a>."
HEALTH IMAGES AT DENVER WEST,,1819 DENVER WEST DR,"BUILDING 26, SUITE 100",LAKEWOOD,CO,80401,303) 416-1040,"1819 DENVER WEST DR, BUILDING 26, SUITE 100, LAKEWOOD, CO, 80401",39.739441,-105.164551,"<a href=""https://maps.google.com/?q=39.739441,-105.164551"">1819 DENVER WEST DR, BUILDING 26, SUITE 100, LAKEWOOD, CO, 80401</a>."
HEALTH IMAGES AT DIAMOND HILL,,2490 W. 26th Avenue,"SUITE 50A, 50B",DENVER,CO,80211,(303) 964-1444,"2490 W. 26th Avenue, SUITE 50A, 50B, DENVER, CO, 80211",39.7582728,-105.0179676,"<a href=""https://maps.google.com/?q=39.7582728,-105.0179676"">2490 W. 26th Avenue, SUITE 50A, 50B, DENVER, CO, 80211</a>."
HEALTH IMAGES AT FT COLLINS,,2236 E. Harmony Rd.,,FORT COLLINS,CO,80528,(970) 315-5555,"2236 E. Harmony Rd., FORT COLLINS, CO, 80528",40.524673,-105.035609,"<a href=""https://maps.google.com/?q=40.524673,-105.035609"">2236 E. Harmony Rd., FORT COLLINS, CO, 80528</a>."
HEALTH IMAGES AT LONGMONT,,1551 Professional Lane,SUITE 155,LONGMONT,CO,80501,(720) 494-4777,"1551 Professional Lane, SUITE 155, LONGMONT, CO, 80501",40.1395304,-105.1014248,"<a href=""https://maps.google.com/?q=40.1395304,-105.1014248"">1551 Professional Lane, SUITE 155, LONGMONT, CO, 80501</a>."
HEALTH IMAGES AT NORTH DENVER,,9005 Grant Street,SUITE 400,THORNTON,CO,80229,(303) 964-1410,"9005 Grant Street, SUITE 400, THORNTON, CO, 80229",39.860281,-104.9837064,"<a href=""https://maps.google.com/?q=39.860281,-104.9837064"">9005 Grant Street, SUITE 400, THORNTON, CO, 80229</a>."
HEALTH IMAGES AT SOUTH DENVER,,9949 S. Oswego St.,SUITE 150,PARKER,CO,80134,(303) 577-4000,"9949 S. Oswego St., SUITE 150, PARKER, CO, 80134",39.5357719,-104.8533563,"<a href=""https://maps.google.com/?q=39.5357719,-104.8533563"">9949 S. Oswego St., SUITE 150, PARKER, CO, 80134</a>."
HEALTH IMAGES AT SOUTH POTOMAC,,1300 S POTOMAC ST,SUITE 110,AURORA,CO,80012,(303) 750-8400,"1300 S POTOMAC ST, SUITE 110, AURORA, CO, 80012",39.6935273,-104.830642,"<a href=""https://maps.google.com/?q=39.6935273,-104.830642"">1300 S POTOMAC ST, SUITE 110, AURORA, CO, 80012</a>."
HEALTH IMAGES AT SOUTHLANDS,,6159 South Southlands Parkway,UNIT B,AURORA,CO,80016,(303) 341-7731,"6159 South Southlands Parkway, UNIT B, AURORA, CO, 80016",39.6040843,-104.7117158,"<a href=""https://maps.google.com/?q=39.6040843,-104.7117158"">6159 South Southlands Parkway, UNIT B, AURORA, CO, 80016</a>."
HEALTH IMAGES AT SOUTHPARK,,991 Southpark Drive ,SUITE 100,LITTLETON,CO,80120,(303) 794-8000,"991 Southpark Drive , SUITE 100, LITTLETON, CO, 80120",39.5678991,-105.0000446,"<a href=""https://maps.google.com/?q=39.5678991,-105.0000446"">991 Southpark Drive , SUITE 100, LITTLETON, CO, 80120</a>."
HEALTH IMAGES AT WEST LITTLETON,,9670 West Coal Mine Avenue,SUITE 150,LITTLETON,CO,80130,(303) 500-5252,"9670 West Coal Mine Avenue, SUITE 150, LITTLETON, CO, 80130",39.5961205,-105.1089023,"<a href=""https://maps.google.com/?q=39.5961205,-105.1089023"">9670 West Coal Mine Avenue, SUITE 150, LITTLETON, CO, 80130</a>."
HEART OF THE ROCKIES HOME HEALTH AND HOSPICE,,301 OAK ST ,UNIT E,SALIDA,CO,81201,(719) 539-7638,"301 OAK ST , UNIT E, SALIDA, CO, 81201",38.5297339,-105.9843556,"<a href=""https://maps.google.com/?q=38.5297339,-105.9843556"">301 OAK ST , UNIT E, SALIDA, CO, 81201</a>."
HERA Women's Cancer Foundation,Online,P.O. Box 20791,,Boulder,CO,80308,970-948-7360,"P.O. Box 20791, Boulder, CO, 80308",40.0537695,-105.2255786,"<a href=""https://maps.google.com/?q=40.0537695,-105.2255786"">P.O. Box 20791, Boulder, CO, 80308</a>."
Heroes Forever,Online,P.O Box 1872,,Arvada,CO,80001,303-428-6171,"P.O Box 1872, Arvada, CO, 80001",39.8,-105.09,"<a href=""https://maps.google.com/?q=39.8,-105.09"">P.O Box 1872, Arvada, CO, 80001</a>."
HIGH PLAINS ADULT HEALTH CENTER,,2221 WELLNESS WAY,,LAMAR,CO,81052,(719) 336-6976,"2221 WELLNESS WAY, LAMAR, CO, 81052",38.0680773,-102.6104321,"<a href=""https://maps.google.com/?q=38.0680773,-102.6104321"">2221 WELLNESS WAY, LAMAR, CO, 81052</a>."
HIGH PLAINS COMMUNITY HEALTH CENTER,,201 KENDALL DRIVE,,LAMAR,CO,81052,(719) 336-0261,"201 KENDALL DRIVE, LAMAR, CO, 81052",38.0694496,-102.6113058,"<a href=""https://maps.google.com/?q=38.0694496,-102.6113058"">201 KENDALL DRIVE, LAMAR, CO, 81052</a>."
HIGH PLAINS FAMILY HEALTH CENTER,,200 KENDALL DRIVE,,LAMAR,CO,81052,(719) 336-8445,"200 KENDALL DRIVE, LAMAR, CO, 81052",38.0685887,-102.6104313,"<a href=""https://maps.google.com/?q=38.0685887,-102.6104313"">200 KENDALL DRIVE, LAMAR, CO, 81052</a>."
HIGHLANDS RANCH MAMMOGRAM SPECIALISTS,,1265 SERGEANT JON STILES DR.,UNIT H,HIGHLANDS RANCH,CO,80129,(303)321-2273,"1265 SERGEANT JON STILES DR., UNIT H, HIGHLANDS RANCH, CO, 80129",39.5502118,-105.0054524,"<a href=""https://maps.google.com/?q=39.5502118,-105.0054524"">1265 SERGEANT JON STILES DR., UNIT H, HIGHLANDS RANCH, CO, 80129</a>."
HOLLY CLINIC,,410 WEST COLORADO,,HOLLY,CO,81047,(719) 537-6642,"410 WEST COLORADO, HOLLY, CO, 81047",38.0539577,-102.1336035,"<a href=""https://maps.google.com/?q=38.0539577,-102.1336035"">410 WEST COLORADO, HOLLY, CO, 81047</a>."
HOPE CANCER CARE CENTER AT LONGMONT UNITED HOSPITAL,,1950  MOUNTAIN VIEW AVENUE,,LONGMONT,CO,80501,(303) 651-5252,"1950  MOUNTAIN VIEW AVENUE, LONGMONT, CO, 80501",40.1822195,-105.1260783,"<a href=""https://maps.google.com/?q=40.1822195,-105.1260783"">1950  MOUNTAIN VIEW AVENUE, LONGMONT, CO, 80501</a>."
Hope Lives! The Lydia Dody Breast Cancer Foundation,Local,"2629 Redwing Rd., Suite 160",,Fort Collins,CO,80526,970-225-6200,"2629 Redwing Rd., Suite 160, Fort Collins, CO, 80526",40.5510657,-105.0826394,"<a href=""https://maps.google.com/?q=40.5510657,-105.0826394"">2629 Redwing Rd., Suite 160, Fort Collins, CO, 80526</a>."
HOPEWEST,,3090 N 12TH ST,UNIT B,GRAND JUNCTION,CO,81506,(970) 241-2212,"3090 N 12TH ST, UNIT B, GRAND JUNCTION, CO, 81506",39.0952719,-108.551627,"<a href=""https://maps.google.com/?q=39.0952719,-108.551627"">3090 N 12TH ST, UNIT B, GRAND JUNCTION, CO, 81506</a>."
HOPEWEST DELTA,,195 STAFFORD LN,,DELTA,CO,81416,(970) 874-6823,"195 STAFFORD LN, DELTA, CO, 81416",38.7450521,-108.0488672,"<a href=""https://maps.google.com/?q=38.7450521,-108.0488672"">195 STAFFORD LN, DELTA, CO, 81416</a>."
HOPEWEST GRAND JUNCTION,,2754 COMPASS DR,STE 377,GRAND JUNCTION,CO,81506,(970) 241-2212,"2754 COMPASS DR, STE 377, GRAND JUNCTION, CO, 81506",39.1167739,-108.5423239,"<a href=""https://maps.google.com/?q=39.1167739,-108.5423239"">2754 COMPASS DR, STE 377, GRAND JUNCTION, CO, 81506</a>."
HOPEWEST MONTROSE,,725 S 4TH ST,,MONTROSE,CO,81402,(970) 240-7734,"725 S 4TH ST, MONTROSE, CO, 81402",38.47915,-107.869795,"<a href=""https://maps.google.com/?q=38.47915,-107.869795"">725 S 4TH ST, MONTROSE, CO, 81402</a>."
HOSPICE DEL VALLE INC.,,514 MAIN STREET,,ALAMOSA,CO,81101,(719) 589-9019,"514 MAIN STREET, ALAMOSA, CO, 81101",37.4680062,-105.8645696,"<a href=""https://maps.google.com/?q=37.4680062,-105.8645696"">514 MAIN STREET, ALAMOSA, CO, 81101</a>."
HOSPICE OF MERCY-DURANGO,,175 MERCADO ST,STE 131,DURANGO,CO,81301,(970) 382-2000,"175 MERCADO ST, STE 131, DURANGO, CO, 81301",37.2383634,-107.8221278,"<a href=""https://maps.google.com/?q=37.2383634,-107.8221278"">175 MERCADO ST, STE 131, DURANGO, CO, 81301</a>."
